title,price,stock,discount
"
                
                    
                    
                

                
                    
                    
                        Redmi 5 (Black, 32GB)
                    
                

                
                    
                    
                
            "," 8,999.00","
        
            
            In stock.
        
        
    "," 1,000.00 (10%)"
