2,95769,2,3,Kellogg's Original & the Best Corn Flakes (Pouch),875 gm,209,Not Applicable,2018-10-01 02:25:18.159853
2,388639,2,3,Chakki Fresh Atta,"5 kg, 10 kg",245,Not Applicable,2018-10-01 02:25:18.253587
