282,375919,2,2,Dhuli Moong Dal,1 kg,72,Not Applicable,2018-09-29 19:41:47.747025
282,114408,2,2,Satyam Peanuts,500 gm,75,Not Applicable,2018-09-29 19:41:47.886225
282,389683,2,2,Grofers Mother's Choice Raw Peanuts,Curently Unavailable,58,Not Applicable,2018-09-29 19:41:47.973025
