266,389683,2,2,Grofers Mother's Choice Raw Peanuts,Curently Unavailable,58,Not Applicable,2018-09-29 17:59:05.587100
266,114408,2,2,Satyam Peanuts,500 gm,75,Not Applicable,2018-09-29 17:59:06.299100
266,375919,2,2,Dhuli Moong Dal,1 kg,72,Not Applicable,2018-09-29 17:59:06.636100
