86,375919,2,3,Dhuli Moong Dal,1 kg,81,Not Applicable,2018-09-28 18:41:56.625002
86,375919,2,5,Dhuli Moong Dal,1 kg,81,Not Applicable,2018-09-28 18:41:56.803502
86,114408,2,3,Satyam Peanuts,500 gm,66,Not Applicable,2018-09-28 18:41:56.968502
86,114408,2,5,Satyam Peanuts,500 gm,66,Not Applicable,2018-09-28 18:41:57.113502
86,389683,2,3,Grofers Mother's Choice Raw Peanuts,500 gm,85,Not Applicable,2018-09-28 18:41:57.376002
86,389683,2,5,Grofers Mother's Choice Raw Peanuts,500 gm,85,Not Applicable,2018-09-28 18:42:02.017002
