286,389683,2,2,Grofers Mother's Choice Raw Peanuts,Curently Unavailable,58,Not Applicable,2018-09-29 20:10:29.376733
286,375919,2,2,Dhuli Moong Dal,1 kg,72,Not Applicable,2018-09-29 20:10:29.536233
286,114408,2,2,Satyam Peanuts,500 gm,75,Not Applicable,2018-09-29 20:10:29.663533
