2,10000200,3,3,"Fresho Tomato Hybrid/Tomato Sankarit, 1 kg ",Available,17.90,Not Applicable,['2018-09-29 14:03:09.772605']
2,10000200,3,3,"Fresho Tomato Hybrid/Tomato Sankarit, 500 gm ",Available,9.95,Not Applicable,['2018-09-29 14:03:11.137505']
2,10000200,3,3,"Fresho Tomato - Hybrid, 2 kg ",Available,33.80,Not Applicable,['2018-09-29 14:03:11.954005']
2,10000178,3,3,"Fresho Sambhar Onion - Grade A/Sambhar Kanda - Grade A, 250 gm ",Available,34,Not Applicable,['2018-09-29 14:03:37.822205']
2,10000178,3,3,"Fresho Sambhar Onion - Grade A/Sambhar Kanda - Grade A, 1 kg ",Available,119,Not Applicable,['2018-09-29 14:03:38.860505']
2,10000178,3,3,"Fresho Sambhar Onion - Grade A/Sambhar Kanda - Grade A, 500 gm ",Available,62,Not Applicable,['2018-09-29 14:03:40.165005']
2,10000068,3,3,"Fresho Capsicum Hybrid Green/Sankarit Dhobli Mirchi, 250 gm ",Available,14,Not Applicable,['2018-09-29 14:03:56.891005']
2,10000068,3,3,"Fresho Capsicum Hybrid Green/Sankarit Dhobli Mirchi, 1 kg ",Available,55,Not Applicable,['2018-09-29 14:03:57.527505']
2,10000068,3,3,"Fresho Capsicum Hybrid Green/Sankarit Dhobli Mirchi, 500 gm ",Available,28,Not Applicable,['2018-09-29 14:03:58.147505']
2,10000200,3,3,"Fresho Tomato Hybrid/Tomato Sankarit, 1 kg ",Available,17.90,Not Applicable,['2018-09-29 14:12:05.225505']
2,10000200,3,3,"Fresho Tomato Hybrid/Tomato Sankarit, 500 gm ",Available,9.95,Not Applicable,['2018-09-29 14:12:05.813505']
2,10000200,3,3,"Fresho Tomato - Hybrid, 2 kg ",Available,33.80,Not Applicable,['2018-09-29 14:12:06.282005']
2,10000200,3,3,"Fresho Tomato Hybrid/Tomato Sankarit, 1 kg ",Available,17.90,Not Applicable,['2018-09-29 14:20:15.066005']
2,10000200,3,3,"Fresho Tomato Hybrid/Tomato Sankarit, 500 gm ",Available,9.95,Not Applicable,['2018-09-29 14:20:15.619505']
2,10000200,3,3,"Fresho Tomato - Hybrid, 2 kg ",Available,33.80,Not Applicable,['2018-09-29 14:20:16.100505']
2,10000178,3,3,"Fresho Sambhar Onion - Grade A/Sambhar Kanda - Grade A, 250 gm ",Available,34,Not Applicable,['2018-09-29 14:20:40.051005']
2,10000178,3,3,"Fresho Sambhar Onion - Grade A/Sambhar Kanda - Grade A, 1 kg ",Available,119,Not Applicable,['2018-09-29 14:20:40.634505']
2,10000178,3,3,"Fresho Sambhar Onion - Grade A/Sambhar Kanda - Grade A, 500 gm ",Available,62,Not Applicable,['2018-09-29 14:20:41.250505']
2,10000068,3,3,"Fresho Capsicum Hybrid Green/Sankarit Dhobli Mirchi, 250 gm ",Available,14,Not Applicable,['2018-09-29 14:20:53.214005']
2,10000068,3,3,"Fresho Capsicum Hybrid Green/Sankarit Dhobli Mirchi, 1 kg ",Available,55,Not Applicable,['2018-09-29 14:20:54.188505']
2,10000068,3,3,"Fresho Capsicum Hybrid Green/Sankarit Dhobli Mirchi, 500 gm ",Available,28,Not Applicable,['2018-09-29 14:20:54.803505']
2,10000200,3,3,"Fresho Tomato Hybrid/Tomato Sankarit, 1 kg ",Available,17.90,Not Applicable,['2018-09-29 14:28:25.953500']
2,10000200,3,3,"Fresho Tomato Hybrid/Tomato Sankarit, 500 gm ",Available,9.95,Not Applicable,['2018-09-29 14:28:27.310500']
2,10000200,3,3,"Fresho Tomato - Hybrid, 2 kg ",Available,33.80,Not Applicable,['2018-09-29 14:28:37.899500']
2,10000200,3,3,"Fresho Tomato Hybrid/Tomato Sankarit, 500 gm ",Available,9.95,Not Applicable,['2018-09-29 14:28:43.820000']
2,10000200,3,3,"Fresho Tomato - Hybrid, 2 kg ",Available,33.80,Not Applicable,['2018-09-29 14:28:49.404000']
2,10000178,3,3,"Fresho Sambhar Onion - Grade A/Sambhar Kanda - Grade A, 250 gm ",Available,34,Not Applicable,['2018-09-29 14:29:02.700000']
2,10000178,3,3,"Fresho Sambhar Onion - Grade A/Sambhar Kanda - Grade A, 1 kg ",Available,119,Not Applicable,['2018-09-29 14:29:03.827000']
2,10000178,3,3,"Fresho Sambhar Onion - Grade A/Sambhar Kanda - Grade A, 500 gm ",Available,62,Not Applicable,['2018-09-29 14:29:05.044000']
2,10000178,3,3,"Fresho Sambhar Onion - Grade A/Sambhar Kanda - Grade A, 250 gm ",Available,34,Not Applicable,['2018-09-29 14:29:08.743500']
2,10000178,3,3,"Fresho Sambhar Onion - Grade A/Sambhar Kanda - Grade A, 1 kg ",Available,119,Not Applicable,['2018-09-29 14:29:09.914000']
2,10000178,3,3,"Fresho Sambhar Onion - Grade A/Sambhar Kanda - Grade A, 500 gm ",Available,62,Not Applicable,['2018-09-29 14:29:11.434500']
2,10000200,3,3,"Fresho Tomato Hybrid/Tomato Sankarit, 1 kg ",Available,17.90,Not Applicable,['2018-09-29 17:57:14.772100']
2,10000200,3,3,"Fresho Tomato Hybrid/Tomato Sankarit, 500 gm ",Available,9.95,Not Applicable,['2018-09-29 17:57:16.353100']
2,10000200,3,3,"Fresho Tomato - Hybrid, 2 kg ",Available,33.80,Not Applicable,['2018-09-29 17:57:17.256100']
2,10000178,3,3,"Fresho Sambhar Onion - Grade A/Sambhar Kanda - Grade A, 250 gm ",Available,34,Not Applicable,['2018-09-29 17:57:42.847100']
2,10000178,3,3,"Fresho Sambhar Onion - Grade A/Sambhar Kanda - Grade A, 1 kg ",Available,119,Not Applicable,['2018-09-29 17:57:43.955100']
2,10000178,3,3,"Fresho Sambhar Onion - Grade A/Sambhar Kanda - Grade A, 500 gm ",Available,62,Not Applicable,['2018-09-29 17:57:44.955100']
2,10000068,3,3,"Fresho Capsicum Hybrid Green/Sankarit Dhobli Mirchi, 250 gm ",Available,14,Not Applicable,['2018-09-29 17:58:11.590100']
2,10000068,3,3,"Fresho Capsicum Hybrid Green/Sankarit Dhobli Mirchi, 1 kg ",Available,55,Not Applicable,['2018-09-29 17:58:13.240100']
2,10000068,3,3,"Fresho Capsicum Hybrid Green/Sankarit Dhobli Mirchi, 500 gm ",Available,28,Not Applicable,['2018-09-29 17:58:14.240100']
