321,389683,2,2,Grofers Mother's Choice Raw Peanuts,Curently Unavailable,58,Not Applicable,2018-09-30 12:54:37.200303
321,375919,2,2,Dhuli Moong Dal,1 kg,80,Not Applicable,2018-09-30 12:54:42.444303
